company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city
ProxDeal GmbH,Software company,https://proxdeal.com/,,,,,,"Westenriederstraße 10-12, 80331 München, Germany",https://www.linkedin.com/company/proxdeal,,,5.0,21,,,,software development companies in Munich,https://www.google.com/maps/place/ProxDeal+GmbH/data=!4m7!3m6!1s0x479e7535e99f3625:0x152fb0e3d8d98418!8m2!3d48.1349286!4d11.578093!16s%2Fg%2F11ml2gzp6w!19sChIJJTaf6TV1nkcRGITZ2OOwLxU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,42,C,2026-08-26T13:10:30.808Z,,,,,,,,false,0,rules,europe,germany,munich
Craver,Software company,http://www.craverapp.com/,,,Amin Yazdani,Co-Founder & Chief Executive Officer,+1 800-688-1916,"777 Hornby St Ste 1600, Vancouver, BC V6Z 1S4, Canada",,https://www.facebook.com/craverapp/,https://www.instagram.com/get_craver/,4.3,46,,,,tech startups in Vancouver,https://www.google.com/maps/place/Craver/data=!4m7!3m6!1s0x54867178341a6ff7:0xe056af1882bb71eb!8m2!3d49.2830057!4d-123.1216032!16s%2Fg%2F11hd21tn8_!19sChIJ928aNHhxhlQR63G7ghivVuA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,42,C,2026-08-26T13:17:46.291Z,,,,,,,,false,0,rules,north-america,canada,vancouver
Stradigi AI,Software company,,,,,,+1 888-789-9734,"1470 Rue Peel Ste 1050, Tower A, Montreal, Quebec H3A 1T1, Canada",,,,4.9,9,,,,software companies in Montreal,https://www.google.com/maps/place/Stradigi+AI/data=!4m7!3m6!1s0x4cc91a4168220dc1:0x60a92e8874b0a2b1!8m2!3d45.50053!4d-73.574487!16s%2Fg%2F1tlwf7yl!19sChIJwQ0iaEEayUwRsaKwdIguqWA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,42,C,2026-08-26T13:19:31.573Z,,,ai-ml,ai-ml,,,,false,0.7,rules,north-america,canada,montreal
Musketeers Tech LLC,software / open source,https://musketeerstech.com,info@musketeerstech.com,info@musketeerstech.com; john@company.com; developers@musketeerstech.com,Muzammil Shakir,CEO & Founder,,Pakistan,https://www.linkedin.com/company/musketeers-tech/posts/,https://www.facebook.com/people/Musketeers-Tech/100083448786774/,https://www.instagram.com/musketeers.developers/,,5,,,,Pakistan,https://github.com/Musketeer-Developers,github_orgs,normal_scraper,unknown,42,C,2026-08-26T13:46:17.011Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,south-asia,pakistan,
Startup Hub,Coworking space,https://startuphubruh.sa/,,,,,+966 55 935 8918,"Al Khalidiyah, Diriyah 11011, Saudi Arabia",https://www.linkedin.com/company/startup-hub-riyadh-%D9%85%D8%AC%D9%85%D8%B9-%D8%B1%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A8%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/,,https://instagram.com/startuphubruh,4.4,19,,,,tech startups in Riyadh,https://www.google.com/maps/place/Startup+Hub/data=!4m7!3m6!1s0x3e2ee1f1b5de6af7:0xda2f9eabe42f0d51!8m2!3d24.767387!4d46.5752389!16s%2Fg%2F11y4n4vl4_!19sChIJ92retfHhLj4RUQ0v5KueL9o?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T10:35:22.762Z,,,,,,,,false,0,rules,middle-east,saudi-arabia,riyadh
DW DESIGNS EGYPT,Website designer,http://dwestdesigns.com/,,,,,+20 12 23228537,"30 Misr Helwan Agriculture Rd, Maadi Al Khabiri Al Gharbeyah, Maadi, Cairo Governorate 11272, Egypt",,https://www.facebook.com/sharer/sharer.php,https://www.instagram.com/teepublic/,5.0,7,,,,web development companies in Cairo,https://www.google.com/maps/place/DW+DESIGNS+EGYPT/data=!4m7!3m6!1s0x14584793091b19e1:0x8784f121553b2ac7!8m2!3d29.9680475!4d31.2481724!16s%2Fg%2F11g9gjm9_m!19sChIJ4RkbCZNHWBQRxyo7VSHxhIc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T11:05:24.389Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.7999999999999999,rules,middle-east,egypt,cairo
Rubikal,Software company,http://rubikal.com/,,,,,+20 10 22320092,"San Stefano, El Raml 1, Alexandria Governorate 5451106, Egypt",,,,4.2,38,,,,tech companies in Alexandria,https://www.google.com/maps/place/Rubikal/data=!4m7!3m6!1s0x14f5c53278a1faf9:0x1f95febf13617763!8m2!3d31.2459574!4d29.9744766!16s%2Fg%2F11f3dqn85y!19sChIJ-fqheDLF9RQRY3dhE7_-lR8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T11:07:09.489Z,,,ui-ux-design,ui-ux-design; data-analytics-bi; web-development; cybersecurity,data-analytics-bi; web-development; cybersecurity,,,false,0.6,web,middle-east,egypt,alexandria
Tech,Software company,https://tech.co.il/,,,,,+972 3-547-5593,"Asthrom Port, Kremenetski St 10, Tel Aviv-Yafo, 6789910, Israel",https://www.linkedin.com/company/tech-marketing-ltd/,https://www.facebook.com/techmarketing.co.il,,4.2,5,,,,tech startups in Tel Aviv,https://www.google.com/maps/place/Tech/data=!4m7!3m6!1s0x151d4b9db58b0ec3:0x14fa05f8a7d8436b!8m2!3d32.0665633!4d34.7946121!16s%2Fg%2F1pzrvj4sk!19sChIJww6LtZ1LHRURa0PYp_gF-hQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T11:12:36.405Z,,,ui-ux-design,ui-ux-design; digital-marketing,digital-marketing,,,false,0.4,web,middle-east,israel,tel-aviv
Pointwest Technologies Corporation,Software company,http://www.pointwest.com/,,,,,+63 2 8814 1100,"Paseo de Roxas, Makati City, 1226 Metro Manila, Philippines",https://www.linkedin.com/company/pointwest-talent-acquisition,https://www.facebook.com/Pointwest.PH,,4.2,11,,,,software companies in Manila,https://www.google.com/maps/place/Pointwest+Technologies+Corporation/data=!4m7!3m6!1s0x3397c90688d2e783:0x948016430c7eb696!8m2!3d14.558306!4d121.0254807!16s%2Fg%2F1tg13855!19sChIJg-fSiAbJlzMRlrZ-DEMWgJQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T12:00:34.611Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,philippines,manila
7th Media - Graphic Design Outsourcing,Graphic designer,https://7thmedia.com/,,,,,+63 2 7728 1141,"Units 1407 - 1408 Herrera Tower 98 Rufino, corner Valero, Makati City, 1227 Metro Manila, Philippines",https://www.linkedin.com/company/7th-media-digital-studios,https://www.facebook.com/7thMedia,,4.2,15,,,,web development agencies in Manila,https://www.google.com/maps/place/7th+Media+-+Graphic+Design+Outsourcing/data=!4m7!3m6!1s0x3397c908d6dc31b7:0x39bab964ad738468!8m2!3d14.5589123!4d121.0195468!16s%2Fg%2F1vc7_bhq!19sChIJtzHc1gjJlzMRaIRzrWS5ujk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T12:02:15.554Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; ui-ux-design,ui-ux-design,,,false,0.6,rules,southeast-asia,philippines,manila
"ISV VIETNAM CO.,LTD.",Software company,https://www.isv.vn/,,,,,+84 28 6278 2856,"29 Tôn Đức Thắng, Sài Gòn, Hồ Chí Minh, Vietnam",,https://www.facebook.com/people/ISV-Vietnam-CoLtd/100041638762052/,,4.8,13,,,,IT companies in Ho Chi Minh City,"https://www.google.com/maps/place/ISV+VIETNAM+CO.,LTD./data=!4m7!3m6!1s0x31752f4957539a4d:0x4c3d951a8aa8c9a6!8m2!3d10.7831001!4d106.7050586!16s%2Fg%2F11b5pj49zm!19sChIJTZpTV0kvdTERpsmoihqVPUw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1",google_maps,normal_scraper,,41,C,2026-08-26T12:07:19.168Z,,,,,,,,false,0,rules,southeast-asia,vietnam,ho-chi-minh
PT. Infotech Solutions,Software company,http://www.infotech.co.id/,,,,,+62 21 5228775,"307 Palma One Jl HR Rasuna Said Kav X 2/4, Kuningan, RT.9/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",https://www.linkedin.com/company/pt-infotech-solutions/mycompany/,https://www.facebook.com/ptinfotech,https://www.instagram.com/ptinfotech/,4.4,19,,,,IT companies in Jakarta,https://www.google.com/maps/place/PT.+Infotech+Solutions/data=!4m7!3m6!1s0x2e69f3ee3a439181:0xad7aeb1f559d2615!8m2!3d-6.2277706!4d106.833758!16s%2Fg%2F1tgkdq0w!19sChIJgZFDOu7zaS4RFSadVR_req0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T12:12:32.295Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,southeast-asia,indonesia,jakarta
East Africa Hi Tech Solutions - Digital Forensics Kenya - Cyber Security Company in Kenya | Uganda | Tanzania | Rwanda,Computer security service,https://eastafricahitechsolutions.co/,,,,,+254 714 883783,"Bandari Plaza, Mezzanine 3 Woodvale Grv, Nairobi, Kenya",,,,4.3,22,,,,tech startups in Nairobi,https://www.google.com/maps/place/East+Africa+Hi+Tech+Solutions+-+Digital+Forensics+Kenya+-+Cyber+Security+Company+in+Kenya+%7C+Uganda+%7C+Tanzania+%7C+Rwanda/data=!4m7!3m6!1s0x182f10d2478e2bd5:0x9c92d4195887864b!8m2!3d-1.2641939!4d36.8038854!16s%2Fg%2F1hg4xc_tv!19sChIJ1SuOR9IQLxgRS4aHWBnUkpw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T12:28:23.611Z,,,cybersecurity,cybersecurity,,,,false,0.8999999999999999,rules,africa,kenya,nairobi
SMS-iT,Software company,https://smsit.ai/,,,,,+1 650-333-8337,"1390 Market St #200, San Francisco, CA 94102, United States",,,,4.4,29,,,,SaaS companies in San Francisco,https://www.google.com/maps/place/SMS-iT/data=!4m7!3m6!1s0x80858180ee985017:0x3a5974585ac6b030!8m2!3d37.7771959!4d-122.4173361!16s%2Fg%2F11nmrlwqtp!19sChIJF1CY7oCBhYARMLDGWlh0WTo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T12:42:58.874Z,,,ai-ml,ai-ml,,,,false,0.7,rules,north-america,usa,san-francisco
Godel Technologies,Software company,https://www.godeltech.com/,,,,,+44 161 219 8100,"9, NEO Building, Charlotte St, Manchester M1 4ET, United Kingdom",https://www.linkedin.com/company/godel-technologies-europe,https://www.facebook.com/godeltech/,https://www.instagram.com/godel_technologies/,4.4,9,,,,software development companies in Manchester,https://www.google.com/maps/place/Godel+Technologies/data=!4m7!3m6!1s0x487bb18cc73bef1f:0x51fd0d664fe77e9f!8m2!3d53.478837!4d-2.2385802!16s%2Fg%2F1whdhx9_!19sChIJH-87x4yxe0gRn37nT2YN_VE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T13:05:02.478Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,uk,manchester
UPPER Technologies GmbH,Software company,https://upper.co/,,,Anton Kononov,"Founder, FORMEL Skin",+49 1523 7982809,"Lottumstraße 14, 10119 Berlin-Bezirk Pankow, Germany",,,,4.0,21,,,,software companies in Berlin,https://www.google.com/maps/place/UPPER+Technologies+GmbH/data=!4m7!3m6!1s0x47a851820d4e2b2b:0xc88f633177850e2!8m2!3d52.5312739!4d13.4061867!16s%2Fg%2F11r7r437_n!19sChIJKytODYJRqEcR4lB4FzP2iAw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T13:06:53.427Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,germany,berlin
Informatica Software Nederland B.V.,Software company,https://www.informatica.com/nl,,,,,+31 20 708 1800,"De Entree 99-197, Oval Tower | 9th floor, 1101 HE Amsterdam, Netherlands",https://www.linkedin.com/company/informatica/,https://www.facebook.com/InformaticaLLC,https://www.instagram.com/informaticacorp/,4.1,7,,,,software companies in Amsterdam,https://www.google.com/maps/place/Informatica+Software+Nederland+B.V./data=!4m7!3m6!1s0x47c60b97919c0203:0x8e07189f69704261!8m2!3d52.3123802!4d4.9401631!16s%2Fg%2F11cm3m_gv0!19sChIJAwKckZcLxkcRYUJwaZ8YB44?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T13:12:31.710Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,netherlands,amsterdam
Logient x Wepoint,Software company,http://logient.com/,,,,,+1 514-284-1100,"606 Rue Cathcart Bureau 400, Montreal, Quebec H3B 4W6, Canada",https://www.linkedin.com/company/logient/,https://www.facebook.com/logientmaitrelogiciel/,,4.4,19,,,,software companies in Montreal,https://www.google.com/maps/place/Logient+x+Wepoint/data=!4m7!3m6!1s0x4cc91a5906cb9863:0x9a11603c9cf05a22!8m2!3d45.5034787!4d-73.5679669!16s%2Fg%2F1tj_4w84!19sChIJY5jLBlkayUwRIlrwnDxgEZo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,41,C,2026-08-26T13:19:31.573Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,north-america,canada,montreal
ETS Australia,Computer support and services,https://erp.etsau.com/,info@etsau.com,info@etsau.com,,,+61 2 9007 9840,"41 McLaren St, North Sydney NSW 2060, Australia",,,,3.0,2,,,,software companies in Sydney,https://www.google.com/maps/place/ETS+Australia/data=!4m7!3m6!1s0x6b12ae235822d3c3:0x631b4768c0c205aa!8m2!3d-33.83546!4d151.208689!16s%2Fg%2F11b5ytw2vg!19sChIJw9MiWCOuEmsRqgXCwGhHG2M?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,41,C,2026-08-26T13:21:26.155Z,,,erp-sap,erp-sap,,,,false,0.7,rules,apac-anz,australia,sydney
Exceed Information Technology L L C,Computer support and services,http://www.exceedgulf.com/,,,,,+971 2 678 1100,"Mall - 3rd Floor, West Tower - Abu Dhabi Mall Footbridge - Abu Dhabi - United Arab Emirates",,,,4.6,28,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Exceed+Information+Technology+L+L+C/data=!4m7!3m6!1s0x3e5e665de8c24159:0x36969452cb063d2f!8m2!3d24.4899102!4d54.3707593!16s%2Fg%2F12hl0fxyw!19sChIJWUHC6F1mXj4RLz0Gy1KUljY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:27:32.696Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,uae,abu-dhabi
goBlue International Fzc - Clinic Software UAE,Software company,http://www.clinicsoftwareuae.com/,,,,,+971 50 384 3246,"#39 X3 Building, PB No: 9061, Saif Zone - Sharjah - Sharjah - United Arab Emirates",,,,4.8,17,,,,software companies in Sharjah,https://www.google.com/maps/place/goBlue+International+Fzc+-+Clinic+Software+UAE/data=!4m7!3m6!1s0x3e5f5f52fbcd3f47:0xc2705d42753609ae!8m2!3d25.332591!4d55.482651!16s%2Fg%2F11c0xhxk1y!19sChIJRz_N-1JfXz4Rrgk2dUJdcMI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:29:26.775Z,,,healthcare,healthcare,,,,false,0.7,rules,middle-east,uae,sharjah
CyberAgora HQ,Software company,https://cyberagora.sa/,,,,,+966 9200 13624,"Sari Br Rd، NIB، 2nd Floor Office 208, Jeddah 23423, Saudi Arabia",,,,4.7,12,,,,software development companies in Jeddah,https://www.google.com/maps/place/CyberAgora+HQ/data=!4m7!3m6!1s0x15c3d198022ae8e9:0x7aa89bd4305219eb!8m2!3d21.5723818!4d39.1370001!16s%2Fg%2F11sqj2klww!19sChIJ6egqApjRwxUR6xlSMNSbqHo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:37:11.940Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,saudi-arabia,jeddah
iSolution,Computer consultant,http://www.isolutions.sa/,,,,,+966 12 256 2544,"3475 نهضة التاريخ, AR Rawdah District, Jeddah 23432, Saudi Arabia",,,,4.7,16,,,,IT companies in Jeddah,https://www.google.com/maps/place/iSolution/data=!4m7!3m6!1s0x15c3d05a27b7e151:0x862b5939507d2a5f!8m2!3d21.6145397!4d39.140105!16s%2Fg%2F11c529qdrq!19sChIJUeG3J1rQwxURXyp9UDlZK4Y?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:39:07.806Z,,,,,,,,false,0,rules,middle-east,saudi-arabia,jeddah
Golden Leadership Information Technology Dammam Head Office,Software company,http://goldenleadership.net/,,,,,+966 54 434 1670,"King Saud St, Al Athir, Dammam 11272, Saudi Arabia",,,,4.8,12,,,,tech companies in Dammam,https://www.google.com/maps/place/Golden+Leadership+Information+Technology+Dammam+Head+Office/data=!4m7!3m6!1s0x3e49fc4a73d35511:0x46c72c1ff0e1f8e1!8m2!3d26.440503!4d50.063397!16s%2Fg%2F11c5s848x9!19sChIJEVXTc0r8ST4R4fjh8B8sx0Y?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:40:56.626Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,saudi-arabia,dammam
IPTech,Business development service,https://www.iptech.com.sa/,,,,,+966 50 590 3669,"King Saud Bin Abdulaziz Rd, An Nawras, Dammam 32214, Saudi Arabia",,,,4.8,11,,,,tech companies in Dammam,https://www.google.com/maps/place/IPTech/data=!4m7!3m6!1s0x3e49e59c553f4ec9:0xe4882a333d46b015!8m2!3d26.4074413!4d50.1883417!16s%2Fg%2F1wz515ph!19sChIJyU4_VZzlST4RFbBGPTMqiOQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:40:56.626Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,saudi-arabia,dammam
المساعد الذكي,Software company,https://smartassistant.sa/,,,,,+966 58 320 6050,"7282 King Abdulaziz St, Al Aziziyah, 3102، Dammam 32424 7282 شارع الملك عبدالعزيز، العزيزية، 3102، الدمام 32424, Dammam 32424, Saudi Arabia",,,,5.0,13,,,,tech companies in Dammam,https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF+%D8%A7%D9%84%D8%B0%D9%83%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e49fd13983683f7:0xfa7727b0c1c0f16e!8m2!3d26.4523095!4d50.0725889!16s%2Fg%2F11n0cf38zq!19sChIJ94M2mBP9ST4RbvHAwbAnd_o?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:40:56.626Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,saudi-arabia,dammam
Advanced Technologies and Solutions,Software company,,,,,,+974 4487 6611,"342, Office No. 3 - 3rd Floor, Building 56, Street, Doha, Qatar",,,,4.7,34,,,,software companies in Doha,https://www.google.com/maps/place/Advanced+Technologies+and+Solutions/data=!4m7!3m6!1s0x3e45da9816c254c5:0xe95132c52a63165!8m2!3d25.2853194!4d51.5093022!16s%2Fg%2F11b73mwlbq!19sChIJxVTCFpjaRT4RZTGmUiwTlQ4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:42:37.219Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,middle-east,qatar,doha
ZAASH IT Consultancy,Software company,,,,,,+974 4402 3987,"Al Hitmi Building Corniche Road, Doha, Qatar",,,,4.8,33,,,,software companies in Doha,https://www.google.com/maps/place/ZAASH+IT+Consultancy/data=!4m7!3m6!1s0x3e45c551a8dbd6f1:0x4011037d1ca8ba9a!8m2!3d25.2792561!4d51.5517524!16s%2Fg%2F11mnk969tf!19sChIJ8dbbqFHFRT4RmrqoHH0DEUA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:42:37.219Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,professional-services,professional-services,,,,false,0.7,rules,middle-east,qatar,doha
Hello Digital |web design company qatar I mobile app development | Digital Marketing I branding agency in qatar,Marketing agency,https://www.hellodgtl.com/,,,,,+974 7095 6480,"Old Airport Road, Doha, Qatar",,,,5.0,7,,,,web development agencies in Doha,https://www.google.com/maps/place/Hello+Digital+%7Cweb+design+company+qatar+I+mobile+app+development+%7C+Digital+Marketing+I+branding+agency+in+qatar/data=!4m7!3m6!1s0x490d6112370080ab:0x907bcbef32283c50!8m2!3d25.2409422!4d51.5700514!16s%2Fg%2F11ynbl0ns8!19sChIJq4AANxJhDUkRUDwoMu_Le5A?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:45:29.425Z,,,mobile-apps,mobile-apps; digital-marketing; web-development; ui-ux-design,digital-marketing; web-development; ui-ux-design,,,false,0.7,rules,middle-east,qatar,doha
Qsquad Solutions,Website designer,https://qsquad.qa/,,,,,+974 3042 3335,"Near National museum, Gitco tower 5th Floor, Doha, Qatar",,,,4.5,24,,,,web development agencies in Doha,https://www.google.com/maps/place/Qsquad+Solutions/data=!4m7!3m6!1s0x3e45c50037175453:0x3f53a3c17fea253a!8m2!3d25.2890694!4d51.5464099!16s%2Fg%2F11y8gd6xp9!19sChIJU1QXNwDFRT4ROiXqf8GjUz8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:45:29.425Z,,,web-development,web-development; qa-testing,qa-testing,,,false,0.7999999999999999,rules,middle-east,qatar,doha
Ginger Technologies,Website designer,https://gingertechnologies.qa/,,,,,+974 5568 2188,"Musherib Building، Zone: 14, Street 905 Bldg. No: 5, Al Jazeera St, Doha, Qatar",,,,4.9,8,,,,web development agencies in Doha,https://www.google.com/maps/place/Ginger+Technologies/data=!4m7!3m6!1s0x3e45db4fb40e34cf:0x3469124fe5951cd2!8m2!3d25.2798692!4d51.5266028!16s%2Fg%2F11fhr7zz9n!19sChIJzzQOtE_bRT4R0hyV5U8SaTQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:45:29.425Z,,,web-development,web-development; qa-testing,qa-testing,,,false,0.7999999999999999,rules,middle-east,qatar,doha
Openware Information Systems Consulting Company,Software company,http://www.openware.com.kw/,,,,,+965 2206 8333,"Khalid Ibn Al Waleed St, Kuwait City, Kuwait",,,,4.6,39,,,,software companies in Kuwait City,https://www.google.com/maps/place/Openware+Information+Systems+Consulting+Company/data=!4m7!3m6!1s0x3fcf84bd9e1817ab:0x638fb8d4d98b8455!8m2!3d29.3744115!4d47.9885421!16s%2Fg%2F1hdyyyns6!19sChIJqxcYnr2Ezz8RVYSL2dS4j2M?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:47:02.273Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,professional-services,professional-services,,,,false,0.7,rules,middle-east,kuwait,
Salient Technologies,Software company,http://www.salienttechno.com/,,,,,+965 6690 2925,"Floor # 6th, Office, Al Anood Complex, 601 Makha Street, Kuwait",,,,5.0,16,,,,IT companies in Kuwait City,https://www.google.com/maps/place/Salient+Technologies/data=!4m7!3m6!1s0x3fcf07106138fd83:0x828a5891a26bc649!8m2!3d29.0803494!4d48.1350603!16s%2Fg%2F11yqc0t0hb!19sChIJg_04YRAHzz8RScZropFYioI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:48:37.902Z,,,web-development,web-development,,,,false,0.5,web,middle-east,kuwait,
Totally Tech,Software company,https://www.totallytech.co/,,,,,+968 7228 8841,"Muscat 133, Oman",,,,5.0,15,,,,software companies in Muscat,https://www.google.com/maps/place/Totally+Tech/data=!4m7!3m6!1s0x3e91ffc3f7723ad7:0x4f8e15cd12b5a9f6!8m2!3d23.5757039!4d58.2971231!16s%2Fg%2F11vk10kcfw!19sChIJ1zpy98P_kT4R9qm1Es0Vjk8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,40,C,2026-08-26T10:53:30.137Z,2026-08-10T00:21:12.154+00:00,2026-08-10T00:21:12.154+00:00,,,,,,false,0,rules,middle-east,oman,muscat
