company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region
​D'Cocina,restaurant,https://www.dcocina.co.uk/,info@dcocina.co.uk,info@dcocina.co.uk; dcocinarestobar@gmail.com,,,+44 20 3355 7326,"374, North End Road, London, SW6 1LY",https://il.linkedin.com/company/wix-com,https://www.facebook.com/dcocinauk,https://www.instagram.com/dcocinauk,,,,,,general/London,https://www.openstreetmap.org/node/772052353,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Haven Youth Cafe,cafe,https://www.castlehaven.org.uk/,info@castlehaven.org.uk,info@castlehaven.org.uk; environmentalteam@castlehaven.org.uk; beatrix@castlehaven.org.uk,,,+44 20 7681 8643,"23, Castlehaven Road, London",https://www.linkedin.com/company/3851523,https://www.facebook.com/castlehavencommunityassociation,https://www.instagram.com/ccacamden/,,,,,,general/London,https://www.openstreetmap.org/node/931637161,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Cigkoftem,restaurant,https://cigkoftem.com,info@cigkoftem.com,info@cigkoftem.com; emeurope@cigkoftem.com,,,+44 20 8347 9203,"417, Green Lanes, London, N4 1EY",https://www.linkedin.com/company/79536832/admin/feed/posts/,https://www.facebook.com/Cigkoftem,https://www.instagram.com/cigkoftem,,,,,,general/London,https://www.openstreetmap.org/node/1277073232,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Obica,restaurant,https://obica.com/,webmarketing@obica.com,webmarketing@obica.com; marketinguk@obica.com; usa-marketing@obica.com,,,+44 20 7719 1532,"35, Bank Street, London, E14 5NW",https://www.linkedin.com/company/obicamozzarellabar/,https://www.facebook.com/ObicaMozzarellaBar,https://www.instagram.com/obicamozzarellabar/,,,,,,general/London,https://www.openstreetmap.org/node/2024044311,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Coffee Plant,cafe,https://www.coffee.uk.com/,orders@coffee.uk.com,orders@coffee.uk.com; ayax.limited@gmail.com,,,+44 20 7221 8137,"180, Portobello Road, London, W11 2EB",https://www.linkedin.com/company/coffee-plant,https://www.facebook.com/coffeeplantuk/,,,,,,,general/London,https://www.openstreetmap.org/node/2241877432,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Paper & Cup,cafe,https://sct.org.uk/social-enterprises/paper-cup/,info@sct.org.uk,info@sct.org.uk; safeguarding@sct.org.uk; recoveryhub@sct.org.uk; paperandcup@sct.org.uk,,,+44 7732 691013,"18, Calvert Avenue, London, E2 7JP",https://www.linkedin.com/company/spitalfields-crypt-trust/,http://www.facebook.com/spitalfieldscrypttrust,https://www.instagram.com/spitalfieldscrypttrust/,,,,,,general/London,https://www.openstreetmap.org/node/2457229991,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Half Cup,cafe,https://halfcup.co.uk/,kingscross@halfcup.co.uk,kingscross@halfcup.co.uk; bartssquare@halfcup.co.uk; businessbay@halfcup.co.uk,,,+44 20 8617 7835,"100-102, Judd Street, London, WC1H 9NT",https://www.linkedin.com/company/halfcup/,,https://www.instagram.com/halfcup_,,,,,,general/London,https://www.openstreetmap.org/node/3080553851,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Cabana,restaurant,http://www.cabana-brasil.com/restaurants/westfield-stratford/,ola@cabana-brasil.com,ola@cabana-brasil.com; westfieldstrat@cabana-brasil.com,,,+44 20 8536 2650,"5, Montfichet Road, London, E20 1GL",https://uk.linkedin.com/company/cabana-brasil-london,https://www.facebook.com/CabanaBrasil/,https://www.instagram.com/cabanaksa/,,,,,,general/London,https://www.openstreetmap.org/node/3280571387,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Tomas Bak Hair & Beauty,hairdresser,https://www.tomasbak.com/,sales@cfatrading.co.uk,sales@cfatrading.co.uk; salon@tomasbak.com,,,+44 20 3417 0133,"97, East Hill, London, SW18 2QD",https://www.linkedin.com/company/tomas-bak/,https://www.facebook.com/TOMASBAK/,https://www.instagram.com/explore/locations/792016041/tomas-bak-hair-beauty/,,,,,,general/London,https://www.openstreetmap.org/node/3338322634,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.8999999999999999,rules,europe
Margaret Dabbs,beauty,https://www.margaretdabbs.co.uk/,office@margaretdabbs.co.uk,office@margaretdabbs.co.uk; reception@margaretdabbs.co.uk,,,+44 20 7487 5510,"7, New Cavendish Street, London",https://www.linkedin.com/company/margaret-dabbs,https://www.facebook.com/MargaretDabbsLondon/,https://www.instagram.com/margaret_dabbs_london/,,,,,,general/London,https://www.openstreetmap.org/node/3531929145,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Streeter Marshall,lawyer,https://www.streetermarshall.com/,info@streetermarshall.com,info@streetermarshall.com; oxted@streetermarshall.com; coulsdon@streetermarshall.com,,,+44 20 8660 4877,"12, Purley Parade, Purley, CR8 2AB",https://www.linkedin.com/company/streeter-marshall/,https://www.facebook.com/SMSolicitors,,,,,,,general/London,https://www.openstreetmap.org/node/3569207602,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Nunnery Café,cafe,https://bowarts.org/nunnery-gallery/nunnery-cafe,property@bowarts.com,property@bowarts.com; pandp@bowarts.com; learning@bowarts.com,,,+44 20 8980 7774,"181, Bow Road, London, E3 2SJ",https://www.linkedin.com/company/bow-arts-trust,https://www.facebook.com/bowarts,https://www.instagram.com/bowarts/,,,,,,general/London,https://www.openstreetmap.org/node/3722077059,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Notes,cafe,http://notes-uk.co.uk/,bookings@notescoffee.com,bookings@notescoffee.com; hello@notescoffee.shop,,,+44 20 3479 1576,"1, Pancras Square, London, N1C 4AG",https://www.linkedin.com/company/notescoffee/,https://www.facebook.com/noteslondon,http://instagram.com/notescoffee,,,,,,general/London,https://www.openstreetmap.org/node/3811097649,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
howell jones solicitors,lawyer,https://www.howell-jones.com/our-offices/raynes-park,hello@howell-jones.com,hello@howell-jones.com; raynespark@howell-jones.com,,,+44 20 8947 7991,"596, Kingston Road, London, SW20 8DN",https://www.linkedin.com/company/howell-jones-llp/,https://www.facebook.com/howelljonessolicitors/,https://instagram.com/howell_jones_solicitors/,,,,,,general/London,https://www.openstreetmap.org/node/4268770837,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
La Terrazza,restaurant,https://hotelxenia.co.uk/dining-at-la-terrazza/,concierge@hotelxenia.co.uk,concierge@hotelxenia.co.uk; reservations@hotelxenia.co.uk; sales@hotelxenia.co.uk,,,+44 20 7442 4242,"160, Cromwell Road, London, SW5 0TL",https://www.linkedin.com/company/hotel-xenia/,https://www.facebook.com/HotelXeniaLondon,https://www.instagram.com/xenialondon/,,,,,,general/London,https://www.openstreetmap.org/node/4327223338,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Symposium Cafe Restaurant & Lounge,restaurant,https://symposiumcafe.com/locations/london-restaurants,info@symposiumcafe.com,info@symposiumcafe.com; symposium.london@symposiumcafe.com,,,+1-519-667-7000,"620, Richmond Street, London, N6A 5J9",https://www.linkedin.com/company/symposium-cafe-restaurant-&-lounge/,https://www.facebook.com/SymposiumCRL/,https://www.instagram.com/symposium.cafe/,,,,,,general/London,https://www.openstreetmap.org/node/4519834289,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Galvin Bistrot & Bar,restaurant,https://galvinrestaurants.com/restaurant/galvin-bistrot-and-bar/,elise@galvinrestaurants.com,elise@galvinrestaurants.com; betty@galvinpubco.com; abbey@galvinrestaurants.com,,,+44 20 7299 0404,"35, Spital Square, London, E1 6DY",https://www.linkedin.com/company/galvin-restaurants/,https://www.facebook.com/galvinrestaurants,https://www.instagram.com/galvinrestaurants/,,,,,,general/London,https://www.openstreetmap.org/node/4702641536,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Urban Baristas,cafe,https://www.urbanbaristas.co.uk/,support@gist-apps.com,support@gist-apps.com; mllegeorgesand@gmail.com; hello@urbanbaristas.co.uk,,,+44 7852 334245,"138, Wapping High Street, London, E1W 3PA",https://www.linkedin.com/company/urban-creative-spaces,https://www.facebook.com/urbanbaristas/,https://www.instagram.com/urbanbaristas/,,,,,,general/London,https://www.openstreetmap.org/node/4729170623,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
WatchHouse,cafe,https://www.thewatchhouse.com/,hello@watchhouse.com,hello@watchhouse.com; towerbridge@watchhouse.com,,,+44 20 7407 6431,"37, Shad Thames, London, SE1 2NJ",https://uk.linkedin.com/company/watchhouse,https://www.facebook.com/watchhouse/,https://www.instagram.com/watchhouse/,,,,,,general/London,https://www.openstreetmap.org/node/4784656735,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Origin,cafe,https://www.origincoffee.co.uk,wholesale@origincoffee.co.uk,wholesale@origincoffee.co.uk; info@origincoffee.co.uk; u003einfo@origincoffee.co.uk,,,+44 20 7387 8684,"65, Euston Road, London, NW1 2DB",https://uk.linkedin.com/company/origin-coffee-roasters,https://www.facebook.com/origincoffeeroasters/,https://www.instagram.com/origincoffeeroasters,,,,,,general/London,https://www.openstreetmap.org/node/4929337118,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Soho Coffee,cafe,http://sohocoffee.com/kingsway-1,talktous@sohocoffee.co.uk,talktous@sohocoffee.co.uk; john@doe.com,,,+44 20 3358 6773,"65, Kingsway, London, WC2B 6TD",https://www.linkedin.com/company/soho-coffee-co,https://www.facebook.com/SOHOCoffeeCoUK/,https://www.instagram.com/sohocoffeeco/,,,,,,general/London,https://www.openstreetmap.org/node/5064643683,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,,,hospitality-retail,hospitality-retail,,,,false,0.8999999999999999,rules,europe
Emilia's Pasta,restaurant,https://www.emiliaspasta.com/,hello@emiliaspasta.com,hello@emiliaspasta.com; retail@emiliaspasta.com; aldgate@emiliaspasta.com,,,+44 20 7481 2004,"East Smithfield, London, E1W 1AT",https://www.linkedin.com/company/emiliascraftedpasta/,https://www.facebook.com/emiliaspasta/,https://www.instagram.com/emiliaspasta/,,,,,,general/London,https://www.openstreetmap.org/node/5196663659,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Science Gallery Café,cafe,https://london.sciencegallery.com/,hello@london.sciencegallery.com,hello@london.sciencegallery.com; kingsvenues@kcl.ac.uk; sciencegallery@kcl.ac.uk,,,+44 20 7848 6000,"Great Maze Pond, London, SE1 9GU",https://www.linkedin.com/company/11217999,,http://instagram.com/scigallerylon,,,,,,general/London,https://www.openstreetmap.org/node/5882192466,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Notes,cafe,https://notescoffee.com/,bookings@notescoffee.com,bookings@notescoffee.com; hello@notescoffee.shop,,,+44 20 7519 6503,"1, Crossrail Place, London, E14 5AR",https://www.linkedin.com/company/notescoffee/,https://www.facebook.com/noteslondon,http://instagram.com/notescoffee,,,,,,general/London,https://www.openstreetmap.org/node/6019685656,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Eighty-8,beauty,https://www.eighty-8.co.uk/,hello@eighty-8.co.uk,hello@eighty-8.co.uk; pawelurbanski@eighty-8.co.uk; kingsroad@eighty-8.co.uk,,,+44 20 3551 1426,"King's Road, London, SW3 5EP",https://www.linkedin.com/company/eighty-8-nail-studio,https://www.facebook.com/Eighty-8-Nail-Spa-302141066809541/,https://www.instagram.com/eighty8nails/,,,,,,general/London,https://www.openstreetmap.org/node/7117566391,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,beauty-wellness,beauty-wellness,,,,false,0.7,rules,europe
Nucleus Legal Advice Centre,lawyer,https://www.nucleus.org.uk/,advice@nucleus.org.uk,advice@nucleus.org.uk; info@nucleus.org.uk,,,+44 20 7373 4005,"298, Old Brompton Road, London",https://www.linkedin.com/company/nucleus-legal-advice-centre/about/,https://www.facebook.com/nucleuslegaladvice,https://www.instagram.com/nucleuslegaladvice/,,,,,,general/London,https://www.openstreetmap.org/node/7767462558,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,europe
LiFE Residental,estate_agent,https://liferesidential.co.uk/,customercare@liferesidential.co.uk,customercare@liferesidential.co.uk; birmingham@liferesidential.co.uk; royalwharf@liferesidential.co.uk,,,+44 20 3846 3311,"16, Royal Crest Avenue, London, E16 2TQ",http://www.linkedin.com/company/life-residential-uk,https://www.facebook.com/pages/LIFE-Residential/1422335981390281,https://www.instagram.com/liferesidential/,,,,,,general/London,https://www.openstreetmap.org/node/7866538593,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,real-estate,real-estate,,,,false,0.7,web,europe
Hair Science Institute,hairdresser,https://hasci.com/,besthair@hasci.co.uk,besthair@hasci.co.uk; besthair@hasci.com; consult@hasci-italia.it,,,+44 20 7589 4141,"5, Cheval Place",https://www.linkedin.com/company/5103021/,https://www.facebook.com/AncoraThemes/,https://www.instagram.com/ancora_themes/,,,,,,general/London,https://www.openstreetmap.org/node/7953132011,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,education-training,education-training; beauty-wellness,beauty-wellness,,,false,0.6,rules,europe
Stark Uberoi,lawyer,https://www.starckuberoi.co.uk,solicitor@starckuberoi.co.uk,solicitor@starckuberoi.co.uk; tsolicitor@starckuberoi.co.uk; hughwade@email.com,,,+44 20 8840 6640,"79, Brentford High Street, TW8 8AE",https://www.linkedin.com/company/starck-uberoi-solicitors-ltd/,https://www.facebook.com/StarckUberoiSolicitors,https://www.instagram.com/starckuberoi/,,,,,,general/London,https://www.openstreetmap.org/node/8209616517,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Honi Poke,restaurant,https://www.honipoke.com/,support@honipoke.com,support@honipoke.com; catering@honipoke.com,,,+44 7719 838 609,"17, Jerdan Place, London, SW6 1BE",https://www.linkedin.com/company/honi-poke-group-ltd/,https://www.facebook.com/honipoke,https://www.instagram.com/honipoke/,,,,,,general/London,https://www.openstreetmap.org/node/9083914866,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Woodcock Law & Notary Public,lawyer,https://woodcocklaw.co.uk/,info@woodcocklaw.co.uk,info@woodcocklaw.co.uk; info@woodcocknotarypublic.com,,,+44 20 7712 1705,"One, Canada Square, London, E14 5AA",https://www.linkedin.com/company/woodcock-notary-public/,https://www.facebook.com/woodcocklawandnotarypublic,https://www.instagram.com/woodcock_law_and_notary/,,,,,,general/London,https://www.openstreetmap.org/node/10045326823,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.8999999999999999,rules,europe
Truepenny's Property Consultants,estate_agent,https://www.truepennys.com/branch/greenwich-estate-agents,dulwich@truepennys.com,dulwich@truepennys.com; lettings@truepennys.com; info@truepennys.com; greenwich@truepennys.com,,,+44 20 8858 9595,"38, King William Walk, London, SE10 9HU",https://uk.linkedin.com/company/truepennys,https://www.facebook.com/Truepennys,https://www.instagram.com/truepennys/,,,,,,general/London,https://www.openstreetmap.org/node/10266440626,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,real-estate,real-estate,,,,false,0.8999999999999999,rules,europe
Clarkson Wright and Jakes,lawyer,https://www.cwj.co.uk/,cwj@cwj.co.uk,cwj@cwj.co.uk; marketing@cwj.co.uk,,,+44 1689 887887,"12, Knoll Rise, Orpington, BR6 0PG",https://www.linkedin.com/company/clarkson-wright-%26-jakes,https://en-gb.facebook.com/CWJ.Ltd/,https://www.instagram.com/cwj_solicitors/,,,,,,general/London,https://www.openstreetmap.org/node/11026594032,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
Los Mochis London City,restaurant,https://www.losmochis.co.uk/lc/london-city,press@thesleffgroup.com,press@thesleffgroup.com; info@losmochis.co.uk,,,+44 20 7225 2502,"100, Liverpool Street, London, EC2M 2AT",https://www.linkedin.com/company/los-mochis/,https://www.facebook.com/profile.php,https://www.instagram.com/losmochislondon,,,,,,general/London,https://www.openstreetmap.org/node/12651123701,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
E&M Solicitors,lawyer,https://www.eandmsolicitors.co.uk,cricklewood@eandmsolicitors.co.uk,cricklewood@eandmsolicitors.co.uk; cockfosters@eandmsolicitors.co.uk; southgate@eandmsolicitors.co.uk,,,+44 20 8242 5558,"39-41, Chase Side, London, N14 5BP",https://www.linkedin.com/company/eracleous-&-mckenna-llp/,https://www.facebook.com/eandmsolicitors,https://www.instagram.com/eandmsolicitors/,,,,,,general/London,https://www.openstreetmap.org/node/13532914813,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,professional-services,professional-services,,,,false,0.7,rules,europe
East West Pizza,restaurant,https://www.eastwestlondon.com,bookings@eastwestlondon.com,bookings@eastwestlondon.com; hello@eastwestlondon.com,,,+44 20 7916 6698,"42-44, Kingsland Road, London, E2 8DA",https://www.linkedin.com/company/east-west-london/,https://www.facebook.com/eastwestlondon/,https://www.instagram.com/eastwestlondon/,,,,,,general/London,https://www.openstreetmap.org/node/13646199695,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
Dorsett Shepherds Bush London,hotel,https://www.dorsetthotels.com/en/dorsett-shepherds-bush-london/index.html,events.kaitak@dorsetthotels.com,events.kaitak@dorsetthotels.com; enquiry@dorsett.com; info.wanchai@dorsetthotels.com,,,+44 20 3262 1026,"58, Shepherds Bush Green, London",https://hk.linkedin.com/company/dorsett-hospitality-international,https://www.facebook.com/dorsetthospitalityinternational/,https://www.instagram.com/dorsetthospitality/,,,,,,general/London,https://www.openstreetmap.org/way/14397528,openstreetmap,normal_scraper,unknown,41,C,2026-08-25T19:43:31.181Z,2026-08-19T23:15:37.635+00:00,2026-08-19T23:15:37.635+00:00,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe
