company_name,category,website,email,all_emails,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,scraped_at
Online IT Solutions Est,Computer support and services,https://www.onlineitsolutionsme.com/,info@onlineitsolutionsme.com,info@onlineitsolutionsme.com; sales@onlineitsolutionsme.com,+971 2 642 0231,"Zigzag Building ,1st Floor ,Office No :102 - 1st St - Al Zahiyah - E16 - Abu Dhabi - United Arab Emirates",https://www.linkedin.com/company/online-it-solutions-est,https://www.facebook.com/onlineitsolutionsuae,https://www.instagram.com/onlineitsolutions.est/,4.3,43,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Online+IT+Solutions+Est/data=!4m7!3m6!1s0x3e5e666c028f77cb:0x642d40fe8f4cebc5!8m2!3d24.4958195!4d54.3795057!16s%2Fg%2F11bbxlkl4c!19sChIJy3ePAmxmXj4RxetMj_5ALWQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,unknown,2026-07-13T17:42:16.756Z
NEXT IT & Systems,Software company,http://www.nextuae.com/,,,+971 50 675 4822,"Hamdan Street, Millenium Tower, Opp Hamdan centre - Abu Dhabi - United Arab Emirates",,,,4.8,25,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/NEXT+IT+%26+Systems/data=!4m7!3m6!1s0x3e5e662961ffd8a3:0xdcc51dfd5013f901!8m2!3d24.4897317!4d54.3626007!16s%2Fg%2F119vb5m1k!19sChIJo9j_YSlmXj4RAfkTUP0dxdw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:42:16.756Z
Novanod IT,Computer networking service,https://www.novanodit.com/,,,+971 55 675 0444,Musaffah - Musaffah Industrial - Abu Dhabi - United Arab Emirates,,,,5.0,127,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Novanod+IT/data=!4m7!3m6!1s0x3e5e4173ccd58f1f:0xa2ef1dc234d0ca72!8m2!3d24.3683318!4d54.5181872!16s%2Fg%2F11j2mmrkh6!19sChIJH4_VzHNBXj4RcsrQNMId76I?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:42:16.756Z
Trutech Information Technology Network Services OPC LLC,Computer support and services,https://www.trutech-me.com/,,,+971 50 546 2224,"Office 3, Floor 0(M), Building No: 4 - behind Choitram Supermarket - Al Khalidiyah - Abu Dhabi - United Arab Emirates",,,,4.8,44,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Trutech+Information+Technology+Network+Services+OPC+LLC/data=!4m7!3m6!1s0x3e5e673a17340e6d:0x442d58ae85fab6a3!8m2!3d24.4736694!4d54.351338!16s%2Fg%2F11g044_02l!19sChIJbQ40FzpnXj4Ro7b6ha5YLUQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:42:16.756Z
TADKEER INFORMATION SOLUTION,Software company,https://tadkeer.ae/,info@aipsoft.com,info@aipsoft.com; info@tadkeer.ae,+971 2 650 0160,"Mazyad Mall, Abu Dhabi Musaffah, 79th St Tower 01, 4th floor, Office #425 - Abu Dhabi - United Arab Emirates",,,,4.6,42,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/TADKEER+INFORMATION+SOLUTION/data=!4m7!3m6!1s0x3e5e38a6de417229:0x5ea4b05b0bd34b90!8m2!3d24.373153!4d54.5369449!16s%2Fg%2F11g8shtkdr!19sChIJKXJB3qY4Xj4RkEvTC1uwpF4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,unknown,2026-07-13T17:42:16.756Z
Systrix IT Solutions,Software company,https://www.systrixit.com/,sales@systrixit.com,sales@systrixit.com,+971 50 445 3372,"1303, Al Ain Insurance Building Same as Bin Moosa Travel building - Hamdan Bin Mohammed St - Abu Dhabi - United Arab Emirates",https://www.linkedin.com/company/systrix-it-solutions,https://www.facebook.com/Systrix.IT/,,4.8,34,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Systrix+IT+Solutions/data=!4m7!3m6!1s0x3e5e6665cdbaab93:0xec1c13eced7e1f6a!8m2!3d24.4897659!4d54.3621279!16s%2Fg%2F11cl_zrbd0!19sChIJk6u6zWVmXj4Rah9-7ewTHOw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,unknown,2026-07-13T17:42:16.756Z
Skyline Advanced Technology L.L.C S.P.C,Software company,https://skylineat.ae/,contact@skylineat.ae,contact@skylineat.ae,+971 50 759 8275,Infront the Mosque - M01 - Orange Pharmacy Building - Al Nahyan - Abu Dhabi - United Arab Emirates,https://www.linkedin.com/company/skylineadvancedtechnology,,https://www.instagram.com/skylineadvancedtech/,4.9,12,,,,IT services companies in Abu Dhabi,https://www.google.com/maps/place/Skyline+Advanced+Technology+L.L.C+S.P.C/data=!4m7!3m6!1s0x43729271d1273075:0xfbc27af100f40e63!8m2!3d24.4708182!4d54.3801556!16s%2Fg%2F11tsmmvtq_!19sChIJdTAn0XGSckMRYw70APF6wvs?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,unknown,2026-07-13T17:42:16.756Z
Exceed Information Technology L L C,Computer support and services,http://www.exceedgulf.com/,,,+971 2 678 1100,"Mall - 3rd Floor, West Tower - Abu Dhabi Mall Footbridge - Abu Dhabi - United Arab Emirates",,,,4.6,28,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Exceed+Information+Technology+L+L+C/data=!4m7!3m6!1s0x3e5e665de8c24159:0x36969452cb063d2f!8m2!3d24.4899102!4d54.3707593!16s%2Fg%2F12hl0fxyw!19sChIJWUHC6F1mXj4RLz0Gy1KUljY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:44:28.322Z
Emirtech Technology - ADMCC Approved CCTV Installation & Home Automation Solutions,Home automation company,https://emirtech.ae/,,,+971 55 651 7843,Musaffah - مصفح السكنية والتجارية - Abu Dhabi - United Arab Emirates,,,,4.9,947,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Emirtech+Technology+-+ADMCC+Approved+CCTV+Installation+%26+Home+Automation+Solutions/data=!4m7!3m6!1s0x3e5e398e0ddbf68f:0x249e27f713c8f12!8m2!3d24.3465207!4d54.4739341!16s%2Fg%2F11fj5ggs5t!19sChIJj_bbDY45Xj4REo88cX_iSQI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:44:28.322Z
Momentum Tech and Consultancy,Software company,https://momentumtech.ae/,,,+971 52 732 6003,Ath Thiqah 2 St - Musaffah - M17 - Abu Dhabi - United Arab Emirates,,,,4.2,22,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Momentum+Tech+and+Consultancy/data=!4m7!3m6!1s0x3e5e67bf831dac7d:0xd703c059e73b844a!8m2!3d24.3641695!4d54.4912098!16s%2Fg%2F11pc0rsb4y!19sChIJfawdg79nXj4RSoQ751nAA9c?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:44:28.322Z
Vigil Technologies LLC,Software company,http://www.vigil.ae/,,,+971 2 447 7188,"Al Jazeera Club - 34, Skybox - Muroor Rd - Abu Dhabi - United Arab Emirates",,,,4.9,16,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Vigil+Technologies+LLC/data=!4m7!3m6!1s0x3e5e663f76333db7:0x63bb14b788e960e9!8m2!3d24.4533461!4d54.3913848!16s%2Fg%2F11ggzmkbhy!19sChIJtz0zdj9mXj4R6WDpiLcUu2M?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:44:28.322Z
Enterprise Systems Analysis Technology [ESAT],Software company,https://esat.ae/,,,+971 2 553 8777,Albarakah - 12th Street - 2nd Floor - Abu Dhabi - United Arab Emirates,,,,4.3,36,,,,tech companies in Abu Dhabi,https://www.google.com/maps/place/Enterprise+Systems+Analysis+Technology+%5BESAT%5D/data=!4m7!3m6!1s0x3e5e40cca53b800f:0xf4e0e837c6d81938!8m2!3d24.3610003!4d54.5216442!16s%2Fg%2F1pycr7zw4!19sChIJD4A7pcxAXj4ROBnYxjfo4PQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:44:28.322Z
Vision Technologies,Software company,https://www.visionsoftwares.com/,,,+971 50 425 3493,"DAMAS (burj2000 building - Office No.349, 3rd floor, Office Block - near Sharjah Head Post Office - Al Ghuwair - Hay Al Gharb - Sharjah - United Arab Emirates",,,,4.3,228,,,,software companies in Sharjah,https://www.google.com/maps/place/Vision+Technologies/data=!4m7!3m6!1s0x3ef5f59555555597:0xf937d89f7e6f9c57!8m2!3d25.3542116!4d55.3907172!16s%2Fg%2F11b7kgbfvx!19sChIJl1VVVZX19T4RV5xvfp_YN_k?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
TechMagic Technologies,Software company,https://techmagictechnologies.com/,,,+971 50 957 9952,Sharjah Publishing City Business Centre - Free Zone - Al Zahia - Sharjah - United Arab Emirates,,,,5.0,50,,,,software companies in Sharjah,https://www.google.com/maps/place/TechMagic+Technologies/data=!4m7!3m6!1s0x3e5f5f4016a92987:0x1a4abcc0cb55aa2d!8m2!3d25.319659!4d55.4580039!16s%2Fg%2F11whgb940p!19sChIJhympFkBfXz4RLapVy8C8Sho?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
RIBS Technologies,Software company,https://www.ribstechnologies.com/,,,+971 56 296 0963,"Office 82, Building no. Q1 - 09, SAIF Zone 514789 - Sharjah - United Arab Emirates",,,,4.8,41,,,,software companies in Sharjah,https://www.google.com/maps/place/RIBS+Technologies/data=!4m7!3m6!1s0x3e5f58b208f3c40d:0xfa32b80f16b2c3ae!8m2!3d25.338598!4d55.4800117!16s%2Fg%2F11c5xs0mfj!19sChIJDcTzCLJYXz4RrsOyFg-4Mvo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Simple Logic IT,Software company,http://www.simplelogicit.com/,,,+971 56 511 4805,First Floor Safari Mall - Al Muweilah - Industrial Area - Sharjah - United Arab Emirates,,,,4.9,41,,,,software companies in Sharjah,https://www.google.com/maps/place/Simple+Logic+IT/data=!4m7!3m6!1s0x3e5f5fad6b4fe88b:0x42caa85142ec5dc5!8m2!3d25.3050979!4d55.4516918!16s%2Fg%2F11v0mgz6xr!19sChIJi-hPa61fXz4RxV3sQlGoykI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Wafi Technology - Neologix,Software company,https://neologix.ae/,,,+971 52 104 3226,"Al Buhaira Building - 601, Golden Tower - Corniche St - Al Majaz 1 - Sharjah - United Arab Emirates",,,,5.0,23,,,,software companies in Sharjah,https://www.google.com/maps/place/Wafi+Technology+-+Neologix/data=!4m7!3m6!1s0x3e5f5bfef726ac75:0x239f73834a5d0b6a!8m2!3d25.3414794!4d55.3857882!16s%2Fg%2F11ll20w40m!19sChIJdawm9_5bXz4RagtdSoNznyM?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
IT Company in Sharjah | Datumcode IT Services,Software company,https://datumcode.com/,,,+971 55 912 0052,SAIF Office Q1-05-88/B - Saif Zone - Sharjah - United Arab Emirates,,,,5.0,4,,,,software companies in Sharjah,https://www.google.com/maps/place/IT+Company+in+Sharjah+%7C+Datumcode+IT+Services/data=!4m7!3m6!1s0x3e5f5fe8ccbcca9b:0x4020a05f42c38aab!8m2!3d25.3191096!4d55.4869113!16s%2Fg%2F11ty8f0q78!19sChIJm8q8zOhfXz4Rq4rDQl-gIEA?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
IJONA TECHNOLOGIES FZE LLC,Software company,https://www.ijonatechnologies.com/,,,+971 50 504 7432,Sharjah Publishing City - Muwaileh Commercial - Al Zahia - Sharjah - United Arab Emirates,,,,4.8,20,,,,software companies in Sharjah,https://www.google.com/maps/place/IJONA+TECHNOLOGIES+FZE+LLC/data=!4m7!3m6!1s0x3e5f5f228548a091:0x3654d4886e16760d!8m2!3d25.3200468!4d55.4581155!16s%2Fg%2F11shgc0v_0!19sChIJkaBIhSJfXz4RDXYWbojUVDY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
"Focus Softnet Sharjah - ERP, CRM & HCM Solutions",Software company,https://www.focussoftnet.com/ae/,,,+971 6 569 5358,Al Majaz - Al Majaz 3 - Al Majaz - Sharjah - United Arab Emirates,,,,4.1,32,,,,software companies in Sharjah,"https://www.google.com/maps/place/Focus+Softnet+Sharjah+-+ERP,+CRM+%26+HCM+Solutions/data=!4m7!3m6!1s0x3e5f5a3627a9c981:0xb38311148a4d0c0!8m2!3d25.3260258!4d55.3782823!16s%2Fg%2F1z449x3jx!19sChIJgcmpJzZaXz4RwNCkSBExOAs?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Innovative Technology Software Services L.L.C SP,Software company,http://www.itsserp.com/,,,+971 50 919 3456,Al Habtoor Tower - King Faisal St - Al Nad - Hay Al Qasimiah - Sharjah - United Arab Emirates,,,,5.0,10,,,,software companies in Sharjah,https://www.google.com/maps/place/Innovative+Technology+Software+Services+L.L.C+SP/data=!4m7!3m6!1s0x3e5f5b006d67b6c9:0x9286de99d04c2349!8m2!3d25.3405888!4d55.3906307!16s%2Fg%2F11ybrl3b30!19sChIJybZnbQBbXz4RSSNM0JnehpI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Emerald Software's,Software company,https://www.emeraldsoftwares.com/,,,+971 58 584 8899,"Office No 210, Sharjah Media City 515000 Sharjah, UAE - Sharjah - United Arab Emirates - Sharjah - United Arab Emirates",,,,5.0,13,,,,software companies in Sharjah,https://www.google.com/maps/place/Emerald+Software%27s/data=!4m7!3m6!1s0x3e5f597350b93805:0x68e77eaaf9c1a7c7!8m2!3d25.3767697!4d55.4430584!16s%2Fg%2F11rfp_3b71!19sChIJBTi5UHNZXz4Rx6fB-ap-52g?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Micropro Software Solutions. Ltd. (UAE),Software company,http://www.microproindia.com/,,,+971 50 567 7051,SAIF Zone Box No. 121793 - Sharjah - United Arab Emirates,,,,5.0,1,,,,software companies in Sharjah,https://www.google.com/maps/place/Micropro+Software+Solutions.+Ltd.+%28UAE%29/data=!4m7!3m6!1s0x3e5f5f0c4a8d1c19:0xe26edde0c893fead!8m2!3d25.3323584!4d55.4831661!16s%2Fg%2F11hzyyhz0n!19sChIJGRyNSgxfXz4Rrf6TyODdbuI?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Softspire Technologies,Software company,https://softspiretechnologies.com/,,,+91 99955 62112,Sharjah Media City - Halwan Suburb - Halwan - Sharjah - United Arab Emirates,,,,4.8,6,,,,software companies in Sharjah,https://www.google.com/maps/place/Softspire+Technologies/data=!4m7!3m6!1s0x3e5f590337bcf37d:0x2ce9159853e07294!8m2!3d25.3548153!4d55.4263035!16s%2Fg%2F11ywv_ghf1!19sChIJffO8NwNZXz4RlHLgU5gV6Sw?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Innotech Solutions FZC,Software company,https://www.innotechsolutions.biz/,,,+971 6 574 5929,Sharjah International Airport - Saif Zone - Sharjah - United Arab Emirates,,,,4.7,13,,,,software companies in Sharjah,https://www.google.com/maps/place/Innotech+Solutions+FZC/data=!4m7!3m6!1s0x3e5f58b20a96e2a7:0xad543ba67e4245a8!8m2!3d25.3283455!4d55.4967444!16s%2Fg%2F11bv3mt0kg!19sChIJp-KWCrJYXz4RqEVCfqY7VK0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Xibtech Solutions,Software company,https://www.xibtechs.com/,,,+971 50 847 3585,"Sharjah Publishing City, Zahia Al Zahia Area - Sheikh Mohammed Bin Zayed Rd - Muwaileh Commercial - Al Zahia - Sharjah - United Arab Emirates",,,,4.5,15,,,,software companies in Sharjah,https://www.google.com/maps/place/Xibtech+Solutions/data=!4m7!3m6!1s0x926f6ebc9a2897d:0x6884881948ee3bed!8m2!3d25.3198751!4d55.4587204!16s%2Fg%2F11k599xxwn!19sChIJfYmiyev2JgkR7TvuSBmIhGg?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
ALTEC Middle East,Software company,http://www.altecme.ae/,,,+971 50 494 9870,"P.O.Box: 9228, Sharjah Airport International Free Zone - Sharjah - United Arab Emirates",,,,4.0,1,,,,software companies in Sharjah,https://www.google.com/maps/place/ALTEC+Middle+East/data=!4m7!3m6!1s0x3ef5f5e9eaaaaabf:0xae709a9eb0502339!8m2!3d25.337866!4d55.480419!16s%2Fg%2F11bymvgyjq!19sChIJv6qq6un19T4ROSNQsJ6acK4?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Orange Dice Solutions | web design company in Ajman,Website designer,https://orangedice.ae/,,,+971 55 119 9654,Grand Tower - Al Rashidiya 3 - Ajman - United Arab Emirates,,,,4.9,58,,,,software companies in Sharjah,https://www.google.com/maps/place/Orange+Dice+Solutions+%7C+web+design+company+in+Ajman/data=!4m7!3m6!1s0x3e5f595f478f9927:0x95cb0bda72a08219!8m2!3d25.3926607!4d55.4391637!16s%2Fg%2F11fk5c71v1!19sChIJJ5mPR19ZXz4RGYKgctoLy5U?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
ATC Technologies,Software company,http://www.atctechnologies.net/,,,+971 6 543 2626,Al Naba'a - Sharjah - United Arab Emirates,,,,4.2,10,,,,software companies in Sharjah,https://www.google.com/maps/place/ATC+Technologies/data=!4m7!3m6!1s0x3e5f5a289a14c36f:0xf69cf89e3613b44!8m2!3d25.3637224!4d55.3991376!16s%2Fg%2F11csp79j8l!19sChIJb8MUmihaXz4RRDth44nPaQ8?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
CAR Tech,Software company,http://www.cartech.ae/,,,+971 56 408 7775,"Block B -B43-036, Sharjah Research, Technology And Innovation Park, University City, Sharjah - Sharjah - United Arab Emirates",,,,5.0,14,,,,software companies in Sharjah,https://www.google.com/maps/place/CAR+Tech/data=!4m7!3m6!1s0x3e5f6989570e0413:0xd141100e68942af4!8m2!3d25.3226437!4d55.4885832!16s%2Fg%2F11lkd36z8r!19sChIJEwQOV4lpXz4R9CqUaA4QQdE?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
ALASKA COMPUTER LLC,Software company,http://www.alaska-computer.com/,,,+971 6 559 9673,Mohammed Al Mulla Tower - Al Ittihad St - near Ansar Mall P.B#45856 - Hay Al Nahda - Sharjah - United Arab Emirates,,,,4.8,23,,,,software companies in Sharjah,https://www.google.com/maps/place/ALASKA+COMPUTER+LLC/data=!4m7!3m6!1s0x3e5f5c785aa64097:0x4626e1a879623e02!8m2!3d25.3021278!4d55.3676585!16s%2Fg%2F11cm048mrx!19sChIJl0CmWnhcXz4RAj5ieajhJkY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
HAT Infotech,Internet marketing service,https://hatinfotech.com/,,,+971 56 288 1556,"Office # 1, B Block, Ground Floor, Mihtab Tower - Industrial Area 7 - Sharjah - United Arab Emirates",,,,4.9,74,,,,software companies in Sharjah,https://www.google.com/maps/place/HAT+Infotech/data=!4m7!3m6!1s0x3e5f5be52f31eb11:0x3a746d8a65eee974!8m2!3d25.3061116!4d55.38319!16s%2Fg%2F11r9v9t1cq!19sChIJEesxL-VbXz4RdOnuZYptdDo?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Emerging Alliance,Software company,https://www.emerging-alliance.com/,,,+971 50 705 2460,"8FHX+XM - Saif Suite Y1-094 9486 SAIF ZONE, Sharjah, UAΕ - Sharjah - United Arab Emirates",,,,5.0,15,,,,software companies in Sharjah,https://www.google.com/maps/place/Emerging+Alliance/data=!4m7!3m6!1s0x3ef5f57316ccf159:0x8f4a8c754560e4e!8m2!3d25.3299375!4d55.4991875!16s%2Fg%2F11gk69yf7z!19sChIJWfHMFnP19T4RTg5WVMeo9Ag?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Wabcom,Software company,https://wabcomdubai.com/,,,+971 800 922266,Team business center - 201 شارع السمر - Industrial Area 15 - Industrial Area - Sharjah - United Arab Emirates,,,,4.9,66,,,,software companies in Sharjah,https://www.google.com/maps/place/Wabcom/data=!4m7!3m6!1s0x3e5f5f20a115c8b7:0xc4976bd89c89d58d!8m2!3d25.2942357!4d55.4354339!16s%2Fg%2F11p6qt9s2m!19sChIJt8gVoSBfXz4RjdWJnNhrl8Q?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
First Star Computer,Software company,http://www.caduae.com/,,,+971 6 574 9799,Crystal Plaza Towers - Al Buheira - Corniche Road - Sharjah - United Arab Emirates,,,,4.5,4,,,,software companies in Sharjah,https://www.google.com/maps/place/First+Star+Computer/data=!4m7!3m6!1s0x3e5f5bceb363d2d9:0xc05b374506d8184b!8m2!3d25.3443522!4d55.3861948!16s%2Fg%2F11bbwnnhc6!19sChIJ2dJjs85bXz4RSxjYBkU3W8A?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:46:36.657Z
Unique Computer Systems,Software company,http://www.ucssolutions.com/,,,+971 6 525 4491,"Near Sharjah Expo Centre, Al Baker 5 Tower - Office #804, 8th - Al Khan - Sharjah - United Arab Emirates",,,,4.2,22,,,,IT companies in Sharjah,https://www.google.com/maps/place/Unique+Computer+Systems/data=!4m7!3m6!1s0x3e5f5c77955268cd:0x5067169b03bc9963!8m2!3d25.3135631!4d55.3730543!16s%2Fg%2F1tx_4v85!19sChIJzWhSlXdcXz4RY5m8A5sWZ1A?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
Missan Global,Computer support and services,https://www.missanglobal.com/,,,+971 6 562 6006,"Belresheed Tower - Buheirah Corniche - 1, 1503 - Sharjah - United Arab Emirates",,,,4.5,196,,,,IT companies in Sharjah,https://www.google.com/maps/place/Missan+Global/data=!4m7!3m6!1s0x3e5f5bc92a1af723:0xbb811e7da55a2738!8m2!3d25.3429356!4d55.3859978!16s%2Fg%2F11dxcr2vm3!19sChIJI_caKslbXz4ROCdapX0egbs?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
Growth Technologies FZE,Software company,http://www.growth-technologies.com/,,,+971 6 557 2206,"Building # Z3,Gate No 1 - Saif Zone - Sharjah - United Arab Emirates",,,,4.9,415,,,,IT companies in Sharjah,https://www.google.com/maps/place/Growth+Technologies+FZE/data=!4m7!3m6!1s0x3ef5f5fa3122640b:0x44811507251d7255!8m2!3d25.3278972!4d55.4964866!16s%2Fg%2F11bbwpmjgz!19sChIJC2QiMfr19T4RVXIdJQcVgUQ?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
AATMA IT SOLUTIONS,Website designer,https://aatmait.com/,,,+971 50 375 7552,Sharjah Research Technology and Innovation Park University City Block B -B19-135 - Sharjah - United Arab Emirates,,,,4.9,54,,,,IT companies in Sharjah,https://www.google.com/maps/place/AATMA+IT+SOLUTIONS/data=!4m7!3m6!1s0x3e5f5b89d1b05131:0x66d1b0baa5019155!8m2!3d25.3220994!4d55.4882912!16s%2Fg%2F11lgs42xp6!19sChIJMVGw0YlbXz4RVZEBpbqw0WY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
Digital Soft IT Technologies LLC,Software company,http://digitalsoftdubai.com/,,,+971 50 751 4695,"2 Ground Floor, Al- Murjan Tower, Al MajazAl - Al Majaz 2 - Sharjah - United Arab Emirates",,,,5.0,21,,,,IT companies in Sharjah,https://www.google.com/maps/place/Digital+Soft+IT+Technologies+LLC/data=!4m7!3m6!1s0x3e5f5b14aa8bf5a3:0xe628763c1687170a!8m2!3d25.3177829!4d55.3832957!16s%2Fg%2F11t3ynj9g_!19sChIJo_WLqhRbXz4RCheHFjx2KOY?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
PROFESSIONAL IT SOLUTIONS,Software company,https://www.pitsolutions.ch/,,,+971 6 558 5598,"CG Mall Building,906, Tower C - Tufail Bin Al Hareth St - Sharjah - United Arab Emirates",,,,5.0,5,,,,IT companies in Sharjah,https://www.google.com/maps/place/PROFESSIONAL+IT+SOLUTIONS/data=!4m7!3m6!1s0x3e5f5bd91b04d79b:0xbd11cc8c48eb1fb2!8m2!3d25.344707!4d55.3880151!16s%2Fg%2F11rstm4pd_!19sChIJm9cEG9lbXz4Rsh_rSIzMEb0?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
TechCapital IT FZE,Computer support and services,http://www.techcapital.ae/,,,+971 6 767 6878,"Office F04, Sharjah Publishing City Sharjah Book Authority Building Al Zahia, Sheikh - Sheikh Mohammed Bin Zayed Rd - Sharjah - United Arab Emirates",,,,5.0,43,,,,IT companies in Sharjah,https://www.google.com/maps/place/TechCapital+IT+FZE/data=!4m7!3m6!1s0x3ef5f9177b56595f:0x879c0e24e87582e0!8m2!3d25.319217!4d55.4587841!16s%2Fg%2F11gglvds4w!19sChIJX1lWexf59T4R4IJ16CQOnIc?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
Coral Business Solutions,Software company,https://www.coralme.com/,,,+971 50 400 7432,Platinum Business Centre - 1004 - Baghdad Street - Al Qusais - Al Nahda - Dubai - United Arab Emirates,,,,4.3,126,,,,IT companies in Sharjah,https://www.google.com/maps/place/Coral+Business+Solutions/data=!4m7!3m6!1s0x3e5f5c3d33f2161b:0x6bf2b54b5ff6551e!8m2!3d25.2875712!4d55.3689279!16s%2Fg%2F1tj94x9n!19sChIJGxbyMz1cXz4RHlX2X0u18ms?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
"Broadband Computer Trading, Sharjah",Computer store,,,,+971 6 561 6160,Al Soor Building - Shop No 1 Mina street - near Central Post Office - Al Soor - Hay Al Qasimiah - Sharjah - United Arab Emirates,,,,4.3,154,,,,IT companies in Sharjah,"https://www.google.com/maps/place/Broadband+Computer+Trading,+Sharjah/data=!4m7!3m6!1s0x3e5f5a33160cd6af:0x8fe605e5ee0a4d0e!8m2!3d25.3517994!4d55.3882908!16s%2Fg%2F11bbwrcgv5!19sChIJr9YMFjNaXz4RDk0K7uUF5o8?authuser=0&hl=en&rclk=1",google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
Website development in Sharjah,Software company,http://www.alshamsgroup.com/,,,+971 52 750 1296,89W9+23V - Al Meena St - Al Khalidiya District - Sharjah - United Arab Emirates,,,,5.0,1,,,,IT companies in Sharjah,https://www.google.com/maps/place/Website+development+in+Sharjah/data=!4m7!3m6!1s0x3e5f5bec8fba2c19:0x49ef9aee6b223cbd!8m2!3d25.3451059!4d55.3676599!16s%2Fg%2F11hzxvbs0t!19sChIJGSy6j-xbXz4RvTwia-6a70k?authuser=0&hl=en&rclk=1,google_maps,normal_scraper,,2026-07-13T17:48:48.753Z
